"AffectedWorkloadDisplayNames","AffectedWorkloadNames","Status","Workload","WorkloadDisplayName","ActionType","AdditionalDetails","AffectedTenantCount","AffectedUserCount","Classification","EndTime","Feature","FeatureDisplayName","UserFunctionalImpact","Id","ImpactDescription","LastUpdatedTime","MessageType","Messages","PostIncidentDocumentUrl","Severity","StartTime","TenantParams","Title"
"System.Object[]","System.Object[]","Service restored","Intune","Microsoft Intune",,"System.Object[]","0",,"Incident","13/10/2021 23:30:00","Intune","Microsoft Intune","","IT291049","Users with SafetyNet enforced policies may have experienced compliance failures and lost access to corporate resources.","14/10/2021 00:14:32","Incident","System.Object[]",,"Sev2","13/10/2021 16:50:00","System.Object[]","Users with SafetyNet enforced policies may experience compliance failures and lose access to corporate resources"
"System.Object[]","System.Object[]","Service restored","Lync","Skype for Business",,"System.Object[]","0",,"Incident","26/05/2021 21:51:00","AudioVideo","Audio and Video","","LY258374","Users were unable to start Skype Meeting Broadcast events or were unable to view events they have joined.","26/05/2021 22:51:01","Incident","System.Object[]","","","26/05/2021 19:45:00","System.Object[]","Users are unable to start Skype Meeting Broadcast events or are unable to view events they have joined"
"System.Object[]","System.Object[]","Service restored","Lync","Skype for Business",,"System.Object[]","0",,"Advisory","27/05/2021 19:30:00","ManagementandProvisioning","Management and Provisioning","","LY258530","Admins couldn't pre-assign numbers to users in the Skype for Business admin center.","27/05/2021 20:50:48","Incident","System.Object[]","","","23/05/2021 20:00:00","System.Object[]","Admins can't pre-assign numbers to users in the Skype for Business admin center"
"System.Object[]","System.Object[]","Service restored","Lync","Skype for Business",,"System.Object[]","0",,"Incident","18/08/2021 00:08:00","AudioVideo","Audio and Video","","LY278898","Users may have been unable to make calls or join meetings through any Skype for Business connection method.","18/08/2021 00:39:30","Incident","System.Object[]","","","17/08/2021 22:18:00","System.Object[]","Users may be unable to make calls or join meetings through any Skype for Business connection method"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","04/05/2021 03:17:00","Administration","Administration","","MO246336","Admins were unable to download any deprecation reports on the Service Trust Portal.","04/05/2021 04:23:07","Incident","System.Object[]","","","25/02/2021 07:00:00","System.Object[]","Admins can't download deprecation reports within the Service Trust Portal"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","20/04/2021 09:22:00","Administration","Administration","","MO251134","Admins may have been unable to view up-to-date reports from the Microsoft 365 admin center.","20/04/2021 09:33:44","Incident","System.Object[]","","","16/04/2021 00:00:00","System.Object[]","Admins were unable to view up-to-date reports in the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","01/05/2021 00:00:00","Administration","Administration","","MO251848","Admins may have noticed all usage report data was delayed since April 22, 2021 within the Microsoft 365 admin center.","01/05/2021 16:15:14","Incident","System.Object[]","","","19/04/2021 00:00:00","System.Object[]","Admins may notice that all usage reports data is delayed since April 22, 2021 within the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","01/05/2021 15:00:00","Administration","Administration","","MO252565","Admins received error when attempting to preview an email which is not in quarantine from the Email Entity page.","03/05/2021 11:44:28","Incident","System.Object[]","","","08/04/2021 00:00:00","System.Object[]","Security admins couldn't preview some emails within the Email Entity page"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","30/04/2021 22:00:00","Portal","Portal","","MO252668","Users intermittently experienced sign in issues and apps flashing while connected to a spotty network on Android.","30/04/2021 23:18:42","Incident","System.Object[]","","","25/03/2021 19:00:00","System.Object[]","Users may intermittently experience sign in issues and apps flashing when connected to a spotty network on Android"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","12/05/2021 21:19:00","Portal","Portal","","MO254584","Users may have intermittently experienced sign in issues and apps flashing while connected to a spotty network.","13/05/2021 02:16:19","Incident","System.Object[]","","","25/03/2021 19:00:00","System.Object[]","Users may intermittently experience sign in issues and apps flashing while connected to a spotty network on Android"
"System.Object[]","System.Object[]","Restoring service","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory",,"Administration","Administration","","MO254624","Admins may notice that some eDiscovery queries will return incomplete results.","15/10/2021 22:59:51","Incident","System.Object[]",,"Sev2","25/02/2021 00:00:00","System.Object[]","Admins may notice incomplete results when executing eDiscovery searches"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","18/05/2021 08:30:00","Portal","Portal","","MO255463","Admins and users may have seen multiple impacts related to email and Microsoft Defender products.","27/05/2021 02:02:27","Incident","System.Object[]","","","10/05/2021 00:00:00","System.Object[]","Admins and users may see multiple issues related to email and Microsoft Defender products."
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","14/05/2021 19:00:00","Portal","Portal","","MO256452","Admins' attempts to access the SHD may have intermittently failed.","14/05/2021 21:49:41","Incident","System.Object[]","","","14/05/2021 14:30:00","System.Object[]","Admins' attempts to access the Service Health Dashboard (SHD) may intermittently fail"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","17/05/2021 12:15:00","Portal","Portal","","MO256732","Admins may have experienced delays or timeout errors when attempting to access the Microsoft 365 Admin Center.","17/05/2021 13:46:14","Incident","System.Object[]","","","17/05/2021 09:46:00","System.Object[]","Some admins may have experienced delays or timeout errors when attempting to access the Microsoft 365 Admin Center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","25/05/2021 18:59:38","Administration","Administration","","MO257074","Users may be unable to connect to the desktop clients for Microsoft Teams, Outlook, and OneDrive for Business.","25/05/2021 19:01:51","Incident","System.Object[]","","","19/05/2021 02:26:45","System.Object[]","Windows Update KB 5003169 users may be unable to connect to Microsoft 365 desktop clients"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","20/05/2021 16:18:00","Portal","Portal","","MO257379","Users may have been unable to connect to multiple Microsoft 365 services and features.","20/05/2021 18:33:02","Incident","System.Object[]","","","20/05/2021 15:53:00","System.Object[]","Unable to access Microsoft 365 services or features"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","26/05/2021 16:00:00","Portal","Portal","","MO258287","Admins were unable to view usage reports in Microsoft 365 admin center since May 22, 2021.","27/05/2021 03:12:34","Incident","System.Object[]","","","22/05/2021 00:00:00","System.Object[]","Admins are unable to view usage reports in Microsoft 365 admin center since May 22, 2021"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","27/05/2021 05:00:00","Portal","Portal","","MO258439","Some admins may have been intermittently unable to access the Microsoft 365 admin center and received errors.","27/05/2021 05:33:22","Incident","System.Object[]","","","26/05/2021 23:15:00","System.Object[]","Some admins may be unable to access the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","02/06/2021 21:00:00","Administration","Administration","","MO259235","Admins may not have seen up to date insights and metric data displayed for the Productivity Score.","03/06/2021 01:42:00","Incident","System.Object[]","","","28/05/2021 00:00:00","System.Object[]","Some admins may not see up to date insights and metric data displayed for the Productivity Score"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","05/06/2021 12:00:00","Administration","Administration","","MO259572","Admins may have been unable to see usernames within usage reports extracted from the Microsoft Admin Center.","05/06/2021 12:46:33","Incident","System.Object[]","","","03/06/2021 00:00:00","System.Object[]","Some admins may have been unable to see usernames within usage reports extracted from the Microsoft Admin Center"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","09/06/2021 01:20:00","Administration","Administration","","MO260481","Admins were unable to upload and save user photos in the Microsoft 365 admin center.","16/06/2021 10:40:47","Incident","System.Object[]","","","17/05/2021 00:00:00","System.Object[]","Admins are unable to upload and save user photos in the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","11/06/2021 21:50:00","Administration","Administration","","MO261286","Admins were unable to upload and save user photos in the Microsoft 365 admin center.","12/06/2021 00:40:59","Incident","System.Object[]","","","09/06/2021 14:00:00","System.Object[]","Admins are unable to upload and save user photos in the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","17/06/2021 14:35:00","Portal","Portal","","MO262669","Users were unable to download sensitivity labels from the SCC.","17/06/2021 15:49:34","Incident","System.Object[]","","","16/06/2021 22:00:00","System.Object[]","Some users are unable to download sensitivity labels from the Security & Compliance Center (SCC)"
"System.Object[]","System.Object[]","Extended recovery","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory",,"Administration","Administration","","MO262870","Admins see some users' Outlook Desktop activity isn't showing up in usage reports.","13/10/2021 05:10:05","Incident","System.Object[]",,"Sev2","26/04/2021 00:00:00","System.Object[]","Admins see some users' Outlook Desktop activity isn't shown in usage reports"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","22/06/2021 22:00:00","Administration","Administration","","MO263432","Admins may have seen missing results after June 17, 2021, from some Exchange Online usage reports.","23/06/2021 06:15:19","Incident","System.Object[]","","","19/06/2021 00:00:00","System.Object[]","Admins may see missing results after June 17, 2021, from some Exchange Online usage reports"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","22/06/2021 16:12:00","Portal","Portal","","MO263732","Users may have been unable to access Microsoft 365 services or had degraded functionality.","06/07/2021 15:38:45","Incident","System.Object[]","","","22/06/2021 14:27:00","System.Object[]","Users in Canada may have degraded service functionality across all Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","29/06/2021 10:00:00","Administration","Administration","","MO265224","Admins may have seen a delay in updated data for Skype for Business usage reports within the Microsoft 365 admin center.","01/07/2021 06:06:18","Incident","System.Object[]","","","24/06/2021 00:00:00","System.Object[]","Some admins may see a delay in updated data for Skype for Business usage reports within the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","29/06/2021 20:00:00","Portal","Portal","","MO265231","Admins may have experienced delayed data in Productivity score reports from the Microsoft 365 admin center.","30/06/2021 07:32:01","Incident","System.Object[]","","","20/06/2021 00:00:00","System.Object[]","Some admins may have experienced delayed data in Productivity score reports from the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","30/06/2021 20:11:00","Portal","Portal","","MO265916","Admins were unable to access the Microsoft Secure Score webpage via the Microsoft 365 security center.","30/06/2021 20:43:45","Incident","System.Object[]","","","29/06/2021 08:13:00","System.Object[]","Admins can't access the Microsoft Secure Score webpage via the Microsoft 365 security center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","08/07/2021 00:00:00","Administration","Administration","","MO266326","Admins may have seen Microsoft 365 app usage and productivity score reports data delayed after June 30, 2021.","08/07/2021 05:00:20","Incident","System.Object[]","","","30/06/2021 00:00:00","System.Object[]","Admins may see Microsoft 365 app usage and productivity score reports data delayed after June 30, 2021"
"System.Object[]","System.Object[]","Investigation suspended","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","02/07/2021 13:45:00","Portal","Portal","","MO266345","Users may be unable to access one or more Microsoft 365 services.","02/07/2021 14:32:36","Incident","System.Object[]","","","02/07/2021 11:30:00","System.Object[]","Users in Chile can't access one or more Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","28/07/2021 15:20:00","Portal","Portal","","MO273734","Users may have been unable to access or experience degraded functionality in some Microsoft 365 services.","28/07/2021 17:20:30","Incident","System.Object[]","","","28/07/2021 13:48:00","System.Object[]","Users in Brazil can't access or experience degraded functionality in some Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","29/07/2021 07:00:00","Portal","Portal","","MO273940","Users may have been unable to access one or more Microsoft 365 services or experienced degraded functionality.","29/07/2021 15:24:52","Incident","System.Object[]","","","29/07/2021 06:15:00","System.Object[]","Unable to access Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","29/07/2021 15:40:00","PurchaseAndBilling","Purchase and Billing","","MO274017","Admins may have been unable to perform billing purchase and manage capabilities within the Microsoft 365 admin center.","29/07/2021 18:58:45","Incident","System.Object[]","","","29/07/2021 08:45:00","System.Object[]","Can't perform billing purchase and manage capabilities within the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","30/07/2021 14:00:00","Portal","Portal","","MO274281","Admins experienced failures and were unable to run Attack simulation training in the Microsoft Defender Security Center.","30/07/2021 16:26:35","Incident","System.Object[]","","","30/07/2021 12:00:00","System.Object[]","Microsoft Defender for Office 365 admins can't run Attack simulation training in Microsoft Defender Security Center"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","30/07/2021 23:59:00","Portal","Portal","","MO274372","Users may have experienced connectivity issues with Power Apps connections.","06/08/2021 15:22:01","Incident","System.Object[]","","","30/07/2021 21:27:00","System.Object[]","Errors when connecting to Power Apps"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","02/08/2021 17:29:00","Portal","Portal","","MO275087","Users may have experienced access issues or latency when utilizing multiple Microsoft 365 services and features.","02/08/2021 18:05:45","Incident","System.Object[]","","","02/08/2021 10:19:00","System.Object[]","Access and slowness issues with multiple Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","13/08/2021 00:00:00","Portal","Portal","","MO276700","Admins may have seen delays with license reports in the admin center.","13/08/2021 09:36:44","Incident","System.Object[]","","","07/08/2021 07:00:00","System.Object[]","Admins may have seen delays with license reports in the admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","05/09/2021 13:00:00","Administration","Administration","","MO278781","Admins may have experienced approved actions appearing as queued in the action center within Microsoft Suite.","06/09/2021 13:25:12","Incident","System.Object[]","","","25/07/2021 13:30:00","System.Object[]","Approved actions may have appeared as queued in the action center within Microsoft Suite"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","29/07/2021 00:00:00","Portal","Portal","","MO278847","Admins may have seen duplicate events when searching via the Microsoft 365 Suite service.","18/08/2021 04:08:04","Incident","System.Object[]","","","28/07/2021 00:00:00","System.Object[]","Admins will see duplicate events when searching via the Microsoft 365 Suite service"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","21/08/2021 07:50:00","Portal","Portal","","MO279591","Admins were unable to renew subscriptions or make subscription service changes to Volume Licensing subscriptions.","21/08/2021 17:48:30","Incident","System.Object[]","","","19/08/2021 03:38:00","System.Object[]","Admins may be unable to renew subscriptions or make subscription service changes to Volume Licensing subscriptions"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","26/08/2021 20:36:00","Portal","Portal","","MO281098","Affected admins and users may have been unable to access the admin center.","03/09/2021 11:15:02","Incident","System.Object[]","","","26/08/2021 18:30:00","System.Object[]","Unable to access the admin center."
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","26/08/2021 22:45:00","Portal","Portal","","MO281120","Affected users were unable to access multiple Microsoft 365 services.","03/09/2021 05:53:41","Incident","System.Object[]","","","26/08/2021 20:25:00","System.Object[]","Users in New Zealand unable to access Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","02/09/2021 10:00:00","Administration","Administration","","MO282045","Admins may have seen no data for specific reports after August 31, 2021.","02/09/2021 11:40:59","Incident","System.Object[]","","","30/08/2021 19:00:00","System.Object[]","Admins may have seen no data for specific reports after August 31, 2021"
"System.Object[]","System.Object[]","Investigation suspended","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","03/09/2021 02:54:40","Portal","Portal","","MO282828","Users may be experiencing issues when attempting to access any Microsoft 365 service.","03/09/2021 02:54:42","Incident","System.Object[]","","","03/09/2021 01:07:00","System.Object[]","Problems connecting to Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","04/09/2021 13:30:00","Administration","Administration","","MO283026","Admins may have noticed Microsoft 365 app usage and Active Users reports data were delayed after September 4, 2021.","04/09/2021 14:18:51","Incident","System.Object[]","","","04/09/2021 00:00:00","System.Object[]","Admins may have noticed Microsoft 365 app usage and Active Users reports data were delayed after September 4, 2021"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","06/09/2021 11:30:00","Administration","Administration","","MO283134","Admins may have noticed delays from some Microsoft 365 reports in the Microsoft 365 admin center.","06/09/2021 12:42:31","Incident","System.Object[]","","","05/09/2021 00:00:00","System.Object[]","Admins may have noticed delays from various Microsoft 365 reports starting from September 1, 2021"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","10/09/2021 05:00:00","Administration","Administration","","MO283306","Admins may have noticed that some reports hadn't updated since September 3, 2021 in the Microsoft 365 Admin center.","10/09/2021 06:14:25","Incident","System.Object[]","","","03/09/2021 00:00:00","System.Object[]","Admins may notice that some reports haven't updated since September 3, 2021 in the Microsoft 365 Admin center"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","15/09/2021 15:00:00","Administration","Administration","","MO284660","Admins may have noticed that some usage report data was delayed in the Microsoft 365 admin center.","16/09/2021 03:10:30","Incident","System.Object[]",,"Sev2","09/09/2021 07:00:00","System.Object[]","Admins may notice that some usage report data is delayed in the Microsoft 365 admin center"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","28/09/2021 17:20:00","Portal","Portal","","MO287933","On-premises users who utilize MFA have been unable to access Microsoft 365 services.","11/10/2021 18:40:13","Incident","System.Object[]","https://office365servicecomms-prod.cloudapp.net/api/v1.0/0a9ecde0-e9aa-4a4b-9955-998c42e83ce2/ServiceComms/PostIncident/Health.IncidentReportDocument(incidentId='MO287933')","Sev1","28/09/2021 13:08:00","System.Object[]","On-premises users who utilize Multi-Factor Authentication (MFA) may be unable to access Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","06/10/2021 00:00:00","Administration","Administration","","MO289071"," Admins' Microsoft Teams, email storage, and group activity reports hadn't refreshed since October 1, 2021.","06/10/2021 03:25:54","Incident","System.Object[]",,"Sev2","04/10/2021 00:00:00","System.Object[]","Admins' Microsoft Teams, email storage, and group activity reports haven't refreshed since October 1, 2021"
"System.Object[]","System.Object[]","Post-incident report published","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Incident","05/10/2021 05:30:00","Portal","Portal","","MO289250","Users may have been unable to access Outlook on the web or utilize some features across Microsoft 365 services.","12/10/2021 18:04:36","Incident","System.Object[]","https://office365servicecomms-prod.cloudapp.net/api/v1.0/0a9ecde0-e9aa-4a4b-9955-998c42e83ce2/ServiceComms/PostIncident/Health.IncidentReportDocument(incidentId='MO289250')","Sev2","04/10/2021 22:42:00","System.Object[]","Users may be unable to access Outlook on the web or use some features across Microsoft 365 services"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","11/10/2021 00:00:00","Administration","Administration","","MO290334","Admins saw delayed usage reports for Microsoft 365 apps in the Microsoft 365 admin center.","11/10/2021 03:05:51","Incident","System.Object[]",,"Sev2","09/10/2021 00:00:00","System.Object[]","Admins see delayed Microsoft 365 Apps usage reports in the Microsoft 365 admin center since October 5, 2021"
"System.Object[]","System.Object[]","Service restored","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory","10/10/2021 16:30:00","Portal","Portal","","MO290590","Users of the Graph Change Notifications APIs may have been unable to access or update data for services using the APIs.","10/10/2021 17:39:17","Incident","System.Object[]",,"Sev2","10/10/2021 10:43:00","System.Object[]","Some users of Graph Change Notifications APIs may be unable to access or update data for services using the APIs"
"System.Object[]","System.Object[]","Restoring service","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory",,"Administration","Administration","","MO291140","Some users are missing from various daily reports generated by admins from August 29, 2021 to October 6, 2021.","15/10/2021 03:35:25","Incident","System.Object[]",,"Sev2","29/08/2021 00:00:00","System.Object[]","Some users are missing from various daily reports generated by admins from August 29, 2021  to October 6, 2021"
"System.Object[]","System.Object[]","Service degradation","OSDPPlatform","Microsoft 365 suite",,"System.Object[]","0",,"Advisory",,"Administration","Administration","","MO291467","Admin usage reports haven't refreshed since October 12, 2021.","15/10/2021 03:55:56","Incident","System.Object[]",,"Sev2","11/10/2021 07:00:00","System.Object[]","Admin usage reports haven't refreshed since October 12, 2021"
"System.Object[]","System.Object[]","Investigation suspended","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","14/05/2021 23:20:37","OneDrive for Business","OneDrive for Business","","OD255960","Users are unable to connect to OneDrive for Business and receive error code 0x8004de40.","14/05/2021 23:20:45","Incident","System.Object[]","","","12/05/2021 19:41:00","System.Object[]","Users on Windows 7/8 Service Pack 1 with TLS 1.0/1.1 can't connect to OneDrive for Business and receive error 0x8004de40"
"System.Object[]","System.Object[]","Service restored","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","01/07/2021 17:00:00","OneDrive for Business","OneDrive for Business","","OD266154","Users saw an error and were unable to access the ""Shared by you"" tab in OneDrive for Business.","01/07/2021 18:24:19","Incident","System.Object[]","","","25/05/2021 17:00:00","System.Object[]","Users are seeing an error when attempting to access the ""Shared by you"" tab in OneDrive for Business"
"System.Object[]","System.Object[]","Service restored","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","25/08/2021 20:07:00","OneDrive for Business","OneDrive for Business","","OD280715","Admins were unable to change OneDrive for Business user storage limits.","25/08/2021 20:29:40","Incident","System.Object[]","","","13/08/2021 01:22:00","System.Object[]","Admins are unable to change OneDrive for Business user storage limits"
"System.Object[]","System.Object[]","Post-incident report published","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Incident","10/09/2021 04:30:00","OneDrive for Business","OneDrive for Business","","OD280960","Users' OneDrive for Business storage limits were lower than expected.","17/09/2021 04:21:27","Incident","System.Object[]","https://office365servicecomms-prod.cloudapp.net/api/v1.0/0a9ecde0-e9aa-4a4b-9955-998c42e83ce2/ServiceComms/PostIncident/Health.IncidentReportDocument(incidentId='OD280960')","Sev2","25/08/2021 02:31:00","System.Object[]","Users' OneDrive for Business storage limits are lower than expected"
"System.Object[]","System.Object[]","Service restored","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","17/09/2021 00:00:00","OneDrive for Business","OneDrive for Business","","OD284958","Mac users may have been unable to sign into or run multiple OneDrive accounts on a single device.","17/09/2021 01:57:24","Incident","System.Object[]",,"Sev2","13/09/2021 07:00:00","System.Object[]","Mac users may be unable to sign into or run multiple OneDrive accounts on a single device"
"System.Object[]","System.Object[]","Extended recovery","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory",,"OneDrive for Business","OneDrive for Business","","OD286672","Users will see a frozen white screen when attempting to sign into the OneDrive for Business sync app.","11/10/2021 22:17:29","Incident","System.Object[]",,"Sev2","22/09/2021 16:25:38","System.Object[]","Users will see a frozen white screen when attempting to sign into the OneDrive for Business sync app"
"System.Object[]","System.Object[]","Service restored","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","29/09/2021 14:25:00","OneDrive for Business","OneDrive for Business","","OD288137","Users accessing third party or custom OneDrive for Business apps couldn’t use features related to file handling.","29/09/2021 15:57:40","Incident","System.Object[]",,"Sev2","28/09/2021 19:35:00","System.Object[]","Users accessing third party or custom OneDrive for Business apps can’t use features related to file handling"
"System.Object[]","System.Object[]","Service restored","OneDriveForBusiness","OneDrive for Business",,"System.Object[]","0",,"Advisory","04/10/2021 21:30:00","OneDrive for Business","OneDrive for Business","","OD289670","Users with recently updated UPNs are unable to access their OneDrive for Business content from Office.com.","09/10/2021 00:12:03","Incident","System.Object[]",,"Sev2","18/09/2021 00:00:00","System.Object[]","Users with recently updated UPNs can't access OneDrive for Business content from Office.com"
"System.Object[]","System.Object[]","Service restored","O365Client","Microsoft 365 Apps",,"System.Object[]","0",,"Advisory","11/05/2021 19:00:00","OfficeClient","Office Client issues","","OP255548","Users may have experienced Office app crashes upon app launch or when opening files on iOS devices.","11/05/2021 19:52:59","Incident","System.Object[]","","","10/05/2021 04:00:00","System.Object[]","Some users may experience Office app crashes upon app launch or opening files on iOS devices"
"System.Object[]","System.Object[]","Service restored","O365Client","Microsoft 365 Apps",,"System.Object[]","0",,"Advisory","01/06/2021 23:15:00","OfficeClient","Office Client issues","","OP257930","Users may have experienced degraded sync speeds or errors when syncing notebooks in Microsoft OneNote.","02/06/2021 22:36:50","Incident","System.Object[]","","","25/05/2021 01:15:00","System.Object[]","Sync delays or errors when syncing notebooks"
"System.Object[]","System.Object[]","Service restored","O365Client","Microsoft 365 Apps",,"System.Object[]","0",,"Advisory","29/09/2021 01:28:51","OfficeClient","Office Client issues","","OP288060","Users sync requests may have failed in OneNote desktop Win32 clients.","29/09/2021 01:29:18","Incident","System.Object[]",,"Sev2","29/09/2021 00:33:31","System.Object[]","Users sync requests may fail in OneNote desktop Win32 clients"
"System.Object[]","System.Object[]","Service restored","PowerBIcom","Power BI",,"System.Object[]","0",,"Advisory","17/06/2021 14:35:00","PowerBI","PowerBI.com","","PB262677","Users were unable to utilize sensitivity labels within the Power BI service.","17/06/2021 15:50:19","Incident","System.Object[]","","","16/06/2021 22:00:00","System.Object[]","Some users are unable to utilize sensitivity labels within the Power BI service"
"System.Object[]","System.Object[]","Service restored","PowerBIcom","Power BI",,"System.Object[]","0",,"Advisory","20/09/2021 02:15:00","PowerBI","PowerBI.com","","PB284853","Users on two specific apps may have been unable to update data source credentials for those apps and see an error.","20/09/2021 05:12:06","Incident","System.Object[]",,"Sev2","04/09/2021 12:43:00","System.Object[]","Users on two specific apps may be unable to update data source credentials for those apps and see an error"
