"ID","ActionType","Classification","StartTime","LastUpdatedTime","EndTime","ActionRequiredByDate","MessageType","PostIncidentDocumentURL","Severity","Title","Category","ExternalLink","IsMajorChange","AppliesTo","MilestoneDate","Milestone","BlogLink","HelpLink"
"MC288630","Awareness","Advisory","01-Oct-2021 21:14","05-Oct-2021 19:36","30-Nov-2021 08:00",,"MessageCenter",,"Normal","(Updated) Exchange online archive–Automatic archive of mailbox items in Purges, Versions and Discovery Holds folders","Stay Informed","","False",,,,"",""
"MC288633","Awareness","Advisory","01-Oct-2021 21:16","01-Oct-2021 21:17","31-Dec-2021 08:00",,"MessageCenter",,"Normal","M365 Records Management, Information Governance & eDiscovery– Optimized behavior of file versions preserved in SPO & ODB","Plan For Change","https://docs.microsoft.com/microsoft-365/compliance/retention-policies-sharepoint?view=o365-worldwide","True",,,,"",""
"MC288642","Awareness","Advisory","01-Oct-2021 21:34","01-Oct-2021 21:35","31-Dec-2021 08:00",,"MessageCenter",,"Normal","OneDrive and SharePoint: Improved Move/Copy user experience","Stay Informed","","False",,,,"","https://support.microsoft.com/office/move-or-copy-files-in-sharepoint-00e2f483-4df3-46be-a861-1f5f0c1a87bc"
"MC289241","Awareness","Advisory","04-Oct-2021 23:31","04-Oct-2021 23:31","29-Oct-2021 07:00",,"MessageCenter",,"Normal","Passwordless phone sign-in with Microsoft Authenticator experience changing","Stay Informed","","False",,,,"",""
"MC289245","Awareness","Advisory","04-Oct-2021 23:33","04-Oct-2021 23:34","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Azure Cloud shell in Teams Admin Center","Stay Informed","https://docs.microsoft.com/MicrosoftTeams/teams-powershell-managing-teams","False",,,,"",""
"MC289446","Awareness","Advisory","05-Oct-2021 23:12","05-Oct-2021 23:13","11-Dec-2021 08:00",,"MessageCenter",,"Normal","Microsoft Teams: A new search results page is coming","Plan For Change","","True",,,,"",""
"MC281368","Awareness","Advisory","27-Aug-2021 22:39","27-Aug-2021 22:39","15-Oct-2021 07:00",,"MessageCenter",,"Normal","Outlook: Tone detection in Microsoft Editor for Outlook on the web","Stay Informed","","False",,,,"",""
"MC280287","Action","Advisory","23-Aug-2021 22:56","23-Sept-2021 19:59","30-Nov-2021 08:00","31-Oct-2021 07:00","MessageCenter",,"Normal","(Updated) Important updates are available for Microsoft To Do apps","Plan For Change","https://support.microsoft.com/office/important-updates-are-available-for-microsoft-to-do-apps-e5cdff3d-caba-4018-a089-774132900646?storagetype=live","True",,,,"",""
"MC281145","Action","Advisory","26-Aug-2021 22:58","26-Aug-2021 23:18","30-Jul-2022 07:00","30-Jun-2022 07:00","MessageCenter",,"Normal","Retirement of (Azure AD) Graph and license assignment operations and updates to license management APIs and PowerShell","Plan For Change","","True",,,,"https://aka.ms/Licensing_Platform",""
"MC264092","Action","Advisory","23-Jun-2021 23:20","10-Sept-2021 20:41","31-Oct-2021 07:00","24-Jul-2021 07:00","MessageCenter",,"Normal","(Updated) Teams Follows Office Preview","Plan For Change","","True",,,,"",""
"MC265759","Awareness","Advisory","30-Jun-2021 00:18","30-Sept-2021 19:50","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Defender for Office 365: Extending Secure by Default for Exchange Transport Rules (ETRs)","Plan For Change","https://docs.microsoft.com/microsoft-365/security/office-365-security/secure-by-default?view=o365-worldwide","True",,,,"",""
"MC266077","Awareness","Advisory","01-Jul-2021 00:34","30-Sept-2021 19:43","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) SharePoint Collapsible Sections","Stay Informed","","False",,,,"","https://support.microsoft.com/office/create-and-use-modern-pages-on-a-sharepoint-site-b3d46deb-27a6-4b1e-87b8-df851e503dec"
"MC266078","Action","Advisory","01-Jul-2021 00:34","01-Jul-2021 00:35","31-Jan-2022 08:00","31-Jul-2021 07:00","MessageCenter",,"Normal","Reminder: Skype for Business Online retires July 31, 2021","Plan For Change","https://docs.microsoft.com/microsoftteams/skype-for-business-online-retirement","True",,,,"",""
"MC267133","Awareness","Advisory","07-Jul-2021 00:08","12-Oct-2021 19:53","30-Apr-2022 07:00",,"MessageCenter",,"Normal","(Updated) Music Mode for Teams","Stay Informed","","False",,,,"",""
"MC267137","Awareness","Advisory","07-Jul-2021 00:11","07-Jul-2021 00:12","21-Nov-2021 08:00",,"MessageCenter",,"Normal","Microsoft Defender for Office 365: Creating allows in the Tenant Allow/Block List","Plan For Change","","False",,,,"",""
"MC267581","Awareness","Advisory","08-Jul-2021 00:37","12-Oct-2021 20:00","18-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Lists: Custom list templates","Plan For Change","","False",,,,"",""
"MC267584","Awareness","Advisory","08-Jul-2021 00:38","24-Aug-2021 20:12","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Exchange Online - Configuration Change for online meetings by default","Plan For Change","https://docs.microsoft.com/powershell/module/exchange/set-organizationconfig?view=exchange-ps","False",,,,"",""
"MC263055","Awareness","Advisory","19-Jun-2021 02:07","12-Oct-2021 19:38","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Paging in Large Gallery","Stay Informed","","False",,,,"",""
"MC267952","Awareness","Advisory","08-Jul-2021 23:16","08-Jul-2021 23:18","22-Nov-2021 08:00",,"MessageCenter",,"Normal","Microsoft 365 profile update: Add topics to user profiles","Plan For Change","","True",,,,"","https://support.microsoft.com/office/topics-on-your-profile-9c702f39-0ea3-41fd-9d8e-135eae93d667?storagetype=live"
"MC268194","Awareness","Advisory","09-Jul-2021 23:46","12-Jul-2021 17:34","30-Nov-2021 08:00",,"MessageCenter",,"Normal","(Updated) Advanced Threat Protection (ATP) safe links in Teams","Stay Informed","","False",,,,"",""
"MC268726","Awareness","Advisory","12-Jul-2021 23:59","14-Sept-2021 20:21","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Real-time messaging protocol (RTMP) Streaming Support to Custom Endpoints","Stay Informed","","False",,,,"",""
"MC270177","Awareness","Advisory","14-Jul-2021 21:29","06-Aug-2021 20:11","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Releasing Fluid live components in Teams chat","Plan For Change","https://docs.microsoft.com/MicrosoftTeams/live-components-in-teams","True",,,,"",""
"MC270667","Action","Advisory","16-Jul-2021 00:57","16-Jul-2021 00:58","19-Jul-2022 07:00","31-Jul-2021 07:00","MessageCenter",,"Normal","Reminder: Skype for Business Online retires July 31, 2021","Plan For Change","https://docs.microsoft.com/microsoftteams/skype-for-business-online-retirement","False",,,,"",""
"MC270671","Action","Advisory","16-Jul-2021 00:59","07-Oct-2021 19:53","20-Nov-2021 07:00","10-Oct-2021 07:00","MessageCenter",,"Normal","(Updated) We're updating the Hybrid federated search","Plan For Change","https://docs.microsoft.com/sharepoint/hybrid/plan-cloud-hybrid-search-for-sharepoint","True",,,,"",""
"MC271075","Awareness","Advisory","17-Jul-2021 05:38","24-Aug-2021 20:15","31-Oct-2021 07:00",,"MessageCenter",,"Normal","(Updated) SharePoint News Boost","Stay Informed","","False",,,,"","https://support.microsoft.com/topic/46ad8dc5-8f3b-4d81-853d-8bbbdd0f9c83"
"MC271911","Awareness","Advisory","21-Jul-2021 06:03","21-Jul-2021 06:03","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Variable playback speed for Teams meeting recordings","Stay Informed","","False",,,,"",""
"MC271919","Awareness","Advisory","21-Jul-2021 06:04","24-Aug-2021 20:22","15-Oct-2021 07:00",,"MessageCenter",,"Normal","(Updated) New default native notification setting for new Teams users","Plan For Change","","False",,,,"",""
"MC268191","Awareness","Advisory","09-Jul-2021 23:42","14-Oct-2021 19:33","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Meeting Join Custom Branding","Stay Informed","","False",,,,"",""
"MC262540","Awareness","Advisory","16-Jun-2021 22:53","16-Jun-2021 22:54","28-Nov-2025 08:00",,"MessageCenter",,"Normal","Office Telemetry Dashboard to be removed from Microsoft 365 Apps for enterprise, starting with Version 2208","Plan For Change","https://docs.microsoft.com/DeployOffice/compat/telemetry-dashboard-removal","True",,,,"",""
"MC261538","Awareness","Advisory","11-Jun-2021 23:12","03-Sept-2021 15:57","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Lists: Sync your lists for improved performance and offline access","Plan For Change","","True",,,,"",""
"MC261352","Awareness","Advisory","10-Jun-2021 23:06","10-Aug-2021 20:21","30-Oct-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Stream (built on SharePoint): Updated Web player for video","Stay Informed","","False",,,,"",""
"MC252704","Awareness","Advisory","27-Apr-2021 01:09","17-Aug-2021 20:22","21-Jan-2022 07:00",,"MessageCenter",,"Normal","(Updated) PowerPoint Live: Present to Teams from PowerPoint for Windows","Stay Informed","","False",,,,"",""
"MC253184","Awareness","Advisory","28-Apr-2021 23:16","28-Apr-2021 23:16","20-Oct-2021 07:00",,"MessageCenter",,"Normal","Workbook Link Support Enabled in Excel for the web","Stay Informed","https://techcommunity.microsoft.com/t5/excel-blog/workbook-link-support-coming-to-excel-for-the-web/ba-p/1590314","False",,,,"",""
"MC253185","Awareness","Advisory","28-Apr-2021 23:17","28-Apr-2021 23:18","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Whiteboard storage changing to OneDrive for Business","Plan For Change","https://go.microsoft.com/fwlink/?linkid=859501","True",,,,"",""
"MC254085","Awareness","Advisory","03-May-2021 23:54","03-May-2021 23:54","02-May-2022 07:00",,"MessageCenter",,"Normal","Reminder: Skype for Business Online retires July 31, 2021","Plan For Change","https://docs.microsoft.com/microsoftteams/skype-for-business-online-retirement","False",,,,"",""
"MC255074","Awareness","Advisory","07-May-2021 21:53","14-Oct-2021 19:35","31-Jan-2022 07:00",,"MessageCenter",,"Normal","(Updated) Recommended Files in Office: Excel for Microsoft 365, Word for Microsoft 365, PowerPoint for Microsoft 365","Plan For Change","https://support.microsoft.com/office/232c8322-1060-4453-bd69-a4770efe731e","True",,,,"",""
"MC255080","Awareness","Advisory","07-May-2021 21:57","17-Aug-2021 20:29","17-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) PowerPoint Live: Present to Teams from PowerPoint for Mac","Stay Informed","","False",,,,"https://insider.office.com/blog/try-start-presenting-in-teams-meetings-from-powerpoint?ocid=usoc_TWITTER_M365_spl100001966646756",""
"MC256837","Awareness","Advisory","17-May-2021 23:46","10-Sept-2021 20:18","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Sharing Links for Microsoft Lists is now available!","Stay Informed","https://support.microsoft.com/office/share-a-list-or-list-item-c270ccaf-89a2-4f7e-874a-5da98824d449","False",,,,"",""
"MC256838","Awareness","Advisory","17-May-2021 23:48","03-Sept-2021 16:04","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Azure B2B Integration with SharePoint Online is now Generally Available","Stay Informed","","False",,,,"",""
"MC256939","Action","Advisory","18-May-2021 16:32","18-May-2021 16:33","31-Oct-2021 07:00","31-May-2021 07:00","MessageCenter",,"Normal","Prevent issues with Journaling and Exchange Online mailbox limits","Prevent or Fix Issues","","False",,,,"https://techcommunity.microsoft.com/t5/exchange-team-blog/prevent-journaling-issues-due-to-exchange-online-mailbox/ba-p/2353040",""
"MC257050","Awareness","Advisory","19-May-2021 00:05","19-May-2021 00:05","18-Oct-2021 07:00",,"MessageCenter",,"Normal","Title changes for Microsoft 365 Apps updates published to the Microsoft Update Catalog","Plan For Change","","False",,,,"https://aka.ms/m365adrenhancement",""
"MC257152","Action","Advisory","19-May-2021 16:06","19-May-2021 16:11","19-Aug-2022 07:00","15-Jun-2022 07:00","MessageCenter",,"Normal","Internet Explorer 11 (IE11) desktop application retires on Windows 10 on June 15, 2022 (non-LTSC, non-Server)","Plan For Change","https://docs.microsoft.com/lifecycle/faq/internet-explorer-microsoft-edge","True",,,,"https://aka.ms/IEmodeblog",""
"MC257468","Awareness","Advisory","20-May-2021 22:46","05-Oct-2021 19:47","31-Jan-2022 07:00",,"MessageCenter",,"Normal","(Updated) Power Apps can now display images from Microsoft Lists","Stay Informed","","False",,,,"",""
"MC258228","Action","Advisory","25-May-2021 23:38","22-Jun-2021 21:08","15-Mar-2022 07:00","31-Jan-2022 07:00","MessageCenter",,"Normal","(Updated) Reminder: Azure Active Directory - Enable support for TLS 1.2 protocol to avoid service impact","Plan For Change","https://docs.microsoft.com/troubleshoot/azure/active-directory/enable-support-tls-environment","False",,,,"","https://docs.microsoft.com/azure/active-directory/fundamentals/whats-new"
"MC258424","Awareness","Advisory","27-May-2021 00:26","27-May-2021 00:27","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Play My Emails in Outlook launching internationally","Stay Informed","","False",,,,"",""
"MC259495","Awareness","Advisory","02-Jun-2021 22:42","23-Sept-2021 19:39","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) End-to-end encryption for Teams calling","Stay Informed","","False",,,,"https://techcommunity.microsoft.com/t5/microsoft-teams-blog/secure-and-compliant-collaboration-with-microsoft-teams/ba-p/2169463",""
"MC259503","Action","Advisory","02-Jun-2021 23:40","02-Jun-2021 23:41","02-Jun-2022 07:00","31-Jul-2021 07:00","MessageCenter",,"Normal","Reminder: Skype for Business Online retires July 31, 2021","Plan For Change","https://docs.microsoft.com/microsoftteams/skype-for-business-online-retirement","False",,,,"",""
"MC259743","Awareness","Advisory","04-Jun-2021 03:28","08-Jul-2021 20:43","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Briefing Email Language Expansion (FR, DE, IT, PT)","Stay Informed","","False",,,,"",""
"MC259845","Awareness","Advisory","04-Jun-2021 16:26","26-Aug-2021 20:07","31-Oct-2021 07:00",,"MessageCenter",,"Normal","(Updated) Teams meeting invite recipients limit from Outlook","Plan For Change","","True",,,,"",""
"MC260749","Awareness","Advisory","08-Jun-2021 23:23","12-Aug-2021 20:30","31-Oct-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Search: Find a meeting recording based on what was said","Stay Informed","https://docs.microsoft.com/MicrosoftTeams/tmr-meeting-recording-change","False",,,,"",""
"MC272078","Awareness","Advisory","21-Jul-2021 16:05","21-Jul-2021 16:07","31-Mar-2023 07:00",,"MessageCenter",,"Normal","Evolving the Microsoft Store for Business and Education","Plan For Change","","False",,,,"https://aka.ms/windows/msfb_evolution",""
"MC272447","Awareness","Advisory","23-Jul-2021 06:58","23-Jul-2021 06:59","19-Nov-2021 08:00",,"MessageCenter",,"Normal","New Side-by-side and Reporter Presenter modes with desktop and window sharing","Stay Informed","","False",,,,"",""
"MC272451","Awareness","Advisory","23-Jul-2021 07:04","23-Jul-2021 07:05","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Image Tags in SharePoint","Plan For Change","","False",,,,"","https://support.microsoft.com/office/work-with-image-tags-in-a-sharepoint-library-0fd368ae-56c6-478b-99a0-c06be92c1863?ui=en-US"
"MC273933","Awareness","Advisory","29-Jul-2021 06:30","29-Jul-2021 06:30","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Final reminder: Skype for Business Online retires July 31, 2021","Plan For Change","https://docs.microsoft.com/microsoftteams/skype-for-business-online-retirement","False",,,,"",""
"MC277652","Awareness","Advisory","13-Aug-2021 01:47","13-Aug-2021 04:57","29-Oct-2021 07:00",,"MessageCenter",,"Normal","General availability of Communication Compliance tagging improvements","Stay Informed","https://docs.microsoft.com/microsoft-365/compliance/communication-compliance","False",,,,"",""
"MC278674","Awareness","Advisory","17-Aug-2021 03:20","17-Aug-2021 03:20","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Pilot and deploy Teams for frontline with the FLW onboarding wizard","Stay Informed","https://docs.microsoft.com/MicrosoftTeams/flw-onboarding-wizard","False",,,,"",""
"MC278676","Awareness","Advisory","17-Aug-2021 03:23","17-Aug-2021 03:23","31-Dec-2021 08:00",,"MessageCenter",,"Normal","Change to the minimum iOS system requirements for Outlook for iOS and watchOS","Plan For Change","https://www.microsoft.com/microsoft-365/microsoft-365-and-office-resources","False",,,,"",""
"MC278815","Awareness","Advisory","17-Aug-2021 16:07","17-Aug-2021 16:14","17-Oct-2021 07:00",,"MessageCenter",,"Normal","Microsoft 365 apps and services support for IE11 has ended","Plan For Change","","True",,,,"https://techcommunity.microsoft.com/t5/microsoft-365-blog/microsoft-365-apps-say-farewell-to-internet-explorer-11-and/ba-p/1591666",""
"MC278891","Awareness","Advisory","17-Aug-2021 23:24","16-Sept-2021 20:13","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Breakout rooms: Pre-meeting room creation and participant assignment","Plan For Change","","False",,,,"",""
"MC278893","Awareness","Advisory","17-Aug-2021 23:27","16-Sept-2021 20:09","30-Nov-2021 07:00",,"MessageCenter",,"Normal","Breakout Rooms Presenter support","Plan For Change","","False",,,,"",""
"MC279089","Awareness","Advisory","18-Aug-2021 23:05","18-Aug-2021 23:05","15-Oct-2021 07:00",,"MessageCenter",,"Normal","Lightweight Plans in Planner","Plan For Change","","False",,,,"",""
"MC279093","Awareness","Advisory","18-Aug-2021 23:08","18-Aug-2021 23:08","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Microsoft Defender for Endpoint Service Health and Message center Communications","Stay Informed","","False",,,,"",""
"MC279467","Awareness","Advisory","20-Aug-2021 04:59","20-Aug-2021 05:00","15-Oct-2021 07:00",,"MessageCenter",,"Normal","Changes to Search in Microsoft Stream (Classic)","Plan For Change","","True",,,,"","https://docs.microsoft.com/stream/transcript-functionality-updates"
"MC279469","Awareness","Advisory","20-Aug-2021 05:01","21-Sept-2021 20:23","20-Dec-2021 08:00",,"MessageCenter",,"Normal","(Updated) 1:1 VOIP and PSTN call recording and transcription in Calls App V2","Plan For Change","","False",,,,"",""
"MC279627","Awareness","Advisory","20-Aug-2021 22:31","25-Aug-2021 18:52","29-Nov-2021 08:00",,"MessageCenter",,"Normal","(Updated) Refreshed Microsoft Whiteboard client experience coming soon","Stay Informed","","False",,,,"",""
"MC279631","Awareness","Advisory","20-Aug-2021 22:40","20-Aug-2021 23:13","28-Nov-2021 08:00",,"MessageCenter",,"Normal","Update to role-based permissions for Activity explorer","Plan For Change","https://docs.microsoft.com/microsoft-365/compliance/data-classification-activity-explorer?view=o365-worldwide","False",,,,"",""
"MC280012","Action","Advisory","23-Aug-2021 03:37","26-Aug-2021 20:29","25-Oct-2021 07:00","25-Sept-2021 07:00","MessageCenter",,"Normal","(Updated) PowerApps/PowerAutomate Retirement of Direct Links in the OneDrive for Business Connector","Plan For Change","","True",,,,"",""
"MC280286","Awareness","Advisory","23-Aug-2021 22:56","31-Aug-2021 20:08","31-Dec-2021 08:00",,"MessageCenter",,"Normal","(Updated) Retiring Teams mobile support for devices running on iOS version 13 and below","Plan For Change","https://docs.microsoft.com/microsoftteams/hardware-requirements-for-the-teams-app","True",,,,"",""
"MC291564","Awareness","Advisory","14-Oct-2021 17:44","14-Oct-2021 17:44","28-Oct-2021 17:44",,"MessageCenter",,"Normal","Updates available for Microsoft 365 Apps for Current Channel","Stay Informed","https://docs.microsoft.com/officeupdates/","False",,,,"",""
"MC280290","Awareness","Advisory","23-Aug-2021 23:01","23-Aug-2021 23:01","15-Jan-2022 08:00",,"MessageCenter",,"Normal","Dynamic e911 for US WFH users","Stay Informed","","False",,,,"",""
"MC280294","Awareness","Advisory","23-Aug-2021 23:03","23-Aug-2021 23:03","12-Nov-2021 08:00",,"MessageCenter",,"Normal","Pairing naming convention between Teams channels and corresponding SharePoint folders","Plan For Change","","True",,,,"",""
"MC280615","Awareness","Advisory","24-Aug-2021 23:25","24-Aug-2021 23:26","25-Feb-2022 08:00",,"MessageCenter",,"Normal","Announcing PowerPoint modern comments for enterprise general availability","Plan For Change","https://support.microsoft.com/office/what-it-admins-need-to-know-about-modern-comments-in-powerpoint-485c8f8d-f3ee-4211-9fdd-3bc2d868c679","True",,,,"","https://support.microsoft.com/office/modern-comments-in-powerpoint-c0aa37bb-82cb-414c-872d-178946ff60ec?ui=en-us"
"MC280914","Awareness","Advisory","25-Aug-2021 23:47","14-Oct-2021 19:39","31-Jan-2022 08:00",,"MessageCenter",,"Normal","(Updated) Records Management–Announcing public preview of adaptive policy scopes for retention and label policies","Plan For Change","","False",,,,"",""
"MC277647","Awareness","Advisory","13-Aug-2021 00:49","05-Oct-2021 20:02","31-Dec-2021 07:00",,"MessageCenter",,"Normal","(Updated) Communication compliance ability to analyze linked content from OneDrive and SharePoint Online","Stay Informed","","False",,,,"",""
"MC281360","Awareness","Advisory","27-Aug-2021 21:16","27-Aug-2021 21:16","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Announcing updated Send Feedback experience in mobile app","Plan For Change","","False",,,,"",""
"MC277639","Awareness","Advisory","13-Aug-2021 00:05","30-Sept-2021 20:09","20-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft 365 roadmap site updates","Plan For Change","","False",,,,"",""
"MC277465","Awareness","Advisory","12-Aug-2021 00:39","12-Aug-2021 00:39","31-Dec-2021 08:00",,"MessageCenter",,"Normal","Improved API support for working with files in the SharePoint recycle bin","Stay Informed","","False",,,,"https://developer.microsoft.com/sharepoint/blogs/improved-api-support-for-working-with-files-in-the-sharepoint-recycle-bin/",""
"MC274185","Awareness","Advisory","30-Jul-2021 05:49","28-Sept-2021 20:08","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Microsoft Stream: Viewing the transcript for a Microsoft Teams meeting recording","Plan For Change","https://docs.microsoft.com/stream/streamnew/features-new-version-stream","False",,,,"",""
"MC274188","Awareness","Advisory","30-Jul-2021 05:52","07-Oct-2021 19:37","28-Feb-2022 08:00",,"MessageCenter",,"Normal","(Updated) Teams Meeting Recordings Auto-Expiration in OneDrive and SharePoint","Plan For Change","","True",,,,"",""
"MC274503","Action","Advisory","31-Jul-2021 07:42","31-Jul-2021 07:45","01-Jan-2022 08:00","01-Nov-2021 07:00","MessageCenter",,"Normal","Reminder: Update to Microsoft 365 and Outlook for Windows connectivity","Plan For Change","","False",,,,"",""
"MC274516","Awareness","Advisory","31-Jul-2021 08:10","31-Jul-2021 08:13","29-Dec-2021 08:00",,"MessageCenter",,"Normal","Ability to assign roles to Azure AD groups is now generally available!","Stay Informed","https://docs.microsoft.com/azure/active-directory/roles/groups-concept","False",,,,"",""
"MC274526","Awareness","Advisory","31-Jul-2021 08:20","31-Jul-2021 08:20","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Data Subject Request tool renaming and relocation to eDiscovery","Plan For Change","","False",,,,"",""
"MC275150","Awareness","Advisory","02-Aug-2021 22:15","02-Aug-2021 22:16","29-Nov-2021 08:00",,"MessageCenter",,"Normal","Delayed - Changes to the way EOP moves email to Junk folder","Plan For Change","","False",,,,"",""
"MC275345","Awareness","Advisory","03-Aug-2021 22:46","14-Sept-2021 20:31","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) New people-centric search features coming to Microsoft Search","Plan For Change","","False",,,,"",""
"MC275573","Awareness","Advisory","04-Aug-2021 22:10","05-Aug-2021 18:19","29-Jan-2022 08:00",,"MessageCenter",,"Normal","Service Health and Communications API in Microsoft Graph V1 and legacy API retirement","Plan For Change","https://docs.microsoft.com/graph/service-communications-concept-overview","False",,,,"https://docs.microsoft.com/graph/api/resources/service-communications-api-overview?view=graph-rest-beta",""
"MC275807","Action","Advisory","05-Aug-2021 23:09","14-Oct-2021 19:49","31-Dec-2021 07:00","01-Nov-2021 07:00","MessageCenter",,"Normal","(Updated) Removing Message Trace in SCC. Move Custom Queries to Message Trace in the new Modern EAC.","Plan For Change","","True",,,,"",""
"MC276017","Awareness","Advisory","06-Aug-2021 21:24","06-Aug-2021 21:26","30-Nov-2021 08:00",,"MessageCenter",,"Normal","Viva Connections (Private preview) app visible in Teams","Stay Informed","","False",,,,"",""
"MC276026","Awareness","Advisory","06-Aug-2021 21:37","14-Sept-2021 20:18","14-Jan-2022 07:00",,"MessageCenter",,"Normal","(Updated) Nested Replies and Related Features","Stay Informed","","False",,,,"",""
"MC276028","Action","Advisory","06-Aug-2021 21:42","12-Aug-2021 20:14","29-Apr-2022 07:00","14-Jan-2022 08:00","MessageCenter",,"Normal","(Updated) Plus addressing to be enabled for all Exchange Online customers","Prevent or Fix Issues","","True",,,,"",""
"MC276029","Awareness","Advisory","06-Aug-2021 21:44","06-Aug-2021 21:44","22-Nov-2021 08:00",,"MessageCenter",,"Normal","SharePoint updates to options for disabling subsite creation","Plan For Change","https://docs.microsoft.com/sharepoint/manage-site-creation","False",,,,"",""
"MC276032","Action","Advisory","06-Aug-2021 21:46","06-Aug-2021 21:46","15-Oct-2021 07:00","10-Sept-2021 07:00","MessageCenter",,"Normal","OneDrive sync client will no longer update or be supported on macOS Sierra 10.12 and macOS High Sierra 10.13","Plan For Change","","True",,,,"",""
"MC276896","Awareness","Advisory","09-Aug-2021 23:28","09-Aug-2021 23:30","01-Dec-2021 08:00",,"MessageCenter",,"Normal","Announcing automatic redirection from Office 365 Security and Compliance Center to Microsoft 365 Defender portal","Plan For Change","https://docs.microsoft.com/microsoft-365/security/defender/microsoft-365-security-mdo-redirection","True",,,,"","https://docs.microsoft.com/microsoft-365/security/defender/microsoft-365-security-center-mdo"
"MC277112","Awareness","Advisory","10-Aug-2021 20:47","28-Sept-2021 20:03","30-Nov-2021 07:00",,"MessageCenter",,"Normal","(Updated) Introducing background effects on web","Stay Informed","https://docs.microsoft.com/powershell/module/skype/set-csteamsmeetingpolicy?view=skype-ps","False",,,,"",""
"MC277124","Awareness","Advisory","10-Aug-2021 22:03","10-Aug-2021 22:04","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Retirement: Outlook for iOS and Android to stop syncing with Facebook, Meetup, and Evernote Calendars","Plan For Change","","True",,,,"","https://support.microsoft.com/office/what-are-calendar-apps-57f5ad1d-c364-4054-924e-c796b80f382b"
"MC277196","Awareness","Advisory","11-Aug-2021 03:36","13-Aug-2021 08:12","16-Oct-2021 07:00",,"MessageCenter",,"Normal","Nucleus service plan addition to support Microsoft Lists","Plan For Change","","False",,,,"",""
"MC277410","Awareness","Advisory","11-Aug-2021 22:07","11-Aug-2021 22:08","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Feature Update: Modern comments in Word (Windows)","Plan For Change","","False",,,,"https://techcommunity.microsoft.com/t5/microsoft-365-blog/introducing-modern-comments-in-microsoft-word/bc-p/2629773","https://support.microsoft.com/office/using-modern-comments-in-word-edc6ae71-0a2d-49fe-8faa-986f1e48136a"
"MC277638","Awareness","Advisory","13-Aug-2021 00:00","13-Aug-2021 00:04","31-Oct-2021 07:00",,"MessageCenter",,"Normal","Integration of submission from quarantine with Admin and User Submission","Plan For Change","","False",,,,"",""
"MC291661","Awareness","Advisory","14-Oct-2021 23:05","14-Oct-2021 23:05","16-Feb-2022 08:00",,"MessageCenter",,"Normal","Microsoft Stream: Toggles for video and audio owners to manage feature settings on the new web player","Stay Informed","https://docs.microsoft.com/stream/streamnew/features-new-version-stream","False",,,,"","https://support.microsoft.com/office/microsoft-stream-video-and-audio-features-3f599f11-e929-41ea-936d-7426ec9c0ef5"
